Date,CustomerID,ProductID,ProductName,Category,Quantity,Price,CustomerRegion
2024-05-31,495,22,Product_47,Clothing,3,67.18,North America
2024-08-10,987,8,Product_25,Beauty,6,27.11,Oceania
2024-07-28,585,33,Product_41,Electronics,5,93.05,Europe
2024-02-01,279,19,Product_45,Books,1,13.28,Africa
2024-10-16,65,12,Product_7,Toys,2,24.26,Europe
2023-09-24,867,8,Product_46,Beauty,2,11.89,Europe
2024-03-29,924,29,Product_26,Electronics,2,171.07,Oceania
2024-05-12,364,43,Product_45,Sports,1,69.73,South America
2024-02-03,793,36,Product_11,Books,1,35.86,Africa
2024-01-08,564,46,Product_27,Sports,2,62.19,Europe
2023-01-02,945,13,Product_4,Clothing,1,62.06,Africa
2023-06-08,583,49,Product_42,Sports,2,17.58,North America
2023-06-21,376,45,Product_42,Toys,4,59.96,Africa
2024-11-12,584,24,Product_16,Electronics,3,12.27,South America
2023-06-16,202,25,Product_18,Books,3,65.65,North America
2024-10-23,432,37,Product_15,Books,2,56.5,Africa
2024-03-16,254,25,Product_2,Books,3,85.19,Oceania
2024-07-07,288,39,Product_45,Beauty,2,27.04,North America
2023-03-11,425,39,Product_4,Sports,1,24.65,Oceania
2024-12-12,562,3,Product_44,Sports,1,68.65,South America
2024-09-05,209,35,Product_34,Toys,1,62.41,North America
2023-11-07,208,42,Product_30,Electronics,1,44.17,South America
2024-05-29,656,30,Product_45,Toys,1,94.36,Oceania
2024-02-10,978,8,Product_39,Electronics,2,,South America
2024-04-25,663,50,Product_45,Clothing,1,43.63,Oceania
2024-02-11,666,4,Product_18,Toys,1,8.3,South America
2023-04-11,244,42,Product_12,Toys,2,54.9,Asia
2023-01-07,948,14,Product_9,Toys,1,145.43,Europe
2023-07-25,788,18,Product_10,Electronics,2,16.6,Oceania
2024-01-16,436,3,Product_35,Electronics,2,52.18,South America
2024-06-20,79,4,Product_45,Home & Garden,1,66.69,Africa
2024-03-22,390,32,Product_29,Books,2,46.42,Asia
2023-12-11,642,11,Product_50,Sports,3,22.71,South America
2024-08-31,260,4,Product_39,Electronics,1,75.78,South America
2023-05-04,422,39,Product_50,Toys,3,5.15,Africa
2024-08-20,645,2,Product_27,Sports,1,203.65,Europe
2024-04-15,826,39,Product_5,Electronics,3,11.01,Africa
2023-11-04,768,26,Product_4,Clothing,3,21.59,South America
2024-02-26,554,21,Product_42,Sports,1,51.8,Europe
2024-07-25,560,29,Product_33,Clothing,4,22.25,Oceania
2023-07-19,945,15,Product_17,Home & Garden,2,40.7,North America
2023-03-28,43,1,Product_45,Books,1,50.61,Africa
2023-05-28,277,40,Product_31,Beauty,5,96.73,Europe
2024-07-03,623,32,Product_48,Home & Garden,4,48.05,South America
2024-01-17,836,14,Product_41,Electronics,3,39.35,Africa
2024-11-23,160,31,Product_16,Home & Garden,1,15.85,Europe
2023-07-02,969,25,Product_40,Books,2,52.68,Asia
2024-11-16,113,21,Product_35,Clothing,7,36.52,Oceania
2023-12-26,238,7,Product_23,Home & Garden,1,89.53,South America
2024-04-10,770,29,Product_21,Toys,1,20.83,Asia
2024-02-11,88,44,Product_13,Beauty,3,131.73,North America
2023-05-08,229,47,Product_8,Clothing,4,65.21,Europe
2024-05-05,473,10,Product_21,Beauty,1,93.45,Oceania
2023-08-22,602,12,Product_17,Beauty,2,,Asia
2023-03-11,824,19,Product_37,Clothing,2,49.35,Africa
2024-02-09,202,38,Product_46,Home & Garden,1,79.6,South America
2023-08-09,526,3,Product_24,Sports,3,84.23,South America
2023-11-15,878,19,Product_22,Sports,4,,Africa
2023-12-16,183,49,Product_33,Clothing,1,64.95,Oceania
2023-06-10,401,6,Product_4,Home & Garden,1,68.51,Oceania
2023-05-04,75,39,Product_9,Clothing,1,10.71,North America
2023-09-11,630,45,Product_6,Electronics,2,14.09,Europe
2024-08-03,349,37,Product_20,Electronics,4,33.43,North America
2024-07-01,725,30,Product_24,Home & Garden,1,17.02,Asia
2023-08-08,270,10,Product_16,Beauty,2,47.54,Europe
2023-09-07,875,21,Product_4,Clothing,2,36.44,Asia
2023-05-28,472,15,Product_48,Toys,4,20.06,Asia
2024-01-19,908,41,Product_33,Clothing,2,64.65,North America
2024-08-15,664,34,Product_28,Clothing,4,34.49,Oceania
2023-04-22,57,2,Product_10,Clothing,3,90.91,Oceania
2024-07-24,650,35,Product_49,Toys,4,54.31,Oceania
2024-01-16,680,28,Product_26,Electronics,1,20.06,Oceania
2023-02-13,97,42,Product_35,Beauty,2,37.7,South America
2024-08-08,8,24,Product_28,Electronics,3,19.28,Europe
2024-07-07,828,20,Product_6,Home & Garden,1,72.67,Oceania
2023-08-08,129,8,Product_37,Home & Garden,5,33.49,North America
2024-07-28,109,21,Product_30,Sports,4,25.07,South America
2024-10-27,382,5,Product_35,Sports,1,51.26,Oceania
2023-07-30,572,44,Product_11,Clothing,2,99.11,Europe
2023-10-04,156,26,Product_33,Sports,3,40.93,Oceania
2023-09-30,837,44,Product_11,Beauty,2,14.02,South America
2023-02-16,935,6,Product_9,Home & Garden,2,92.96,South America
2024-03-17,921,47,Product_38,Toys,1,84.47,South America
2024-02-05,551,9,Product_35,Home & Garden,3,11.98,Asia
2023-12-20,888,46,Product_38,Beauty,6,26.67,Europe
2024-09-05,727,22,Product_48,Electronics,4,38.81,North America
2024-09-27,375,19,Product_47,Home & Garden,1,54.68,Oceania
2023-09-22,320,33,Product_25,Beauty,2,133.61,South America
2023-03-09,988,8,Product_2,Electronics,1,95.79,South America
2023-02-04,779,46,Product_50,Sports,1,45.48,Asia
2024-11-14,929,9,Product_9,Home & Garden,1,27.09,Oceania
2024-07-12,527,41,Product_19,Clothing,1,49.94,Oceania
2024-05-19,669,4,Product_7,Home & Garden,1,33.92,Europe
2023-06-11,347,41,Product_1,Toys,2,2.28,Oceania
2024-12-30,283,8,Product_19,Home & Garden,3,26.02,South America
2024-11-19,653,38,Product_49,Beauty,1,166.93,South America
2024-08-24,807,21,Product_49,Beauty,1,74.57,North America
2024-07-24,935,41,Product_39,Sports,1,25.57,Oceania
2024-07-10,1,40,Product_44,Books,4,27.94,North America
2024-11-17,852,18,Product_18,Clothing,4,46.59,South America
2023-04-23,737,12,Product_15,Electronics,4,48.7,South America
2024-03-29,667,2,Product_29,Beauty,5,71.27,Europe
2023-12-23,213,49,Product_31,Electronics,6,13.8,Europe
2023-01-30,188,44,Product_34,Books,3,78.93,Europe
2023-04-28,612,33,Product_24,Toys,1,29.93,South America
2024-10-30,202,18,Product_28,Books,1,45.98,North America
2024-07-29,325,8,Product_34,Home & Garden,2,,Oceania
2023-12-29,448,27,Product_42,Books,1,44.9,Africa
2024-06-25,938,37,Product_37,Clothing,2,42.13,Asia
2024-03-06,638,17,Product_45,Beauty,1,46.91,Europe
2023-12-31,854,23,Product_3,Clothing,3,147.77,Asia
2023-12-25,836,1,Product_28,Toys,1,44.48,Asia
2024-03-10,509,17,Product_35,Home & Garden,1,35.84,South America
2024-05-31,657,37,Product_36,Beauty,4,107.57,Africa
2024-01-30,487,28,Product_5,Electronics,2,18.67,Oceania
2024-11-25,762,36,Product_38,Books,3,42.61,North America
2024-05-13,754,17,Product_14,Books,5,91.76,Asia
2024-07-28,806,3,Product_5,Sports,3,35.41,Oceania
2024-11-13,835,10,Product_42,Beauty,4,46.38,Europe
2023-04-23,488,7,Product_30,Toys,1,,Africa
2024-10-09,901,9,Product_1,Home & Garden,1,10.33,Europe
2024-01-19,260,30,Product_31,Beauty,2,125.83,Asia
2023-05-03,358,16,Product_2,Electronics,3,67.34,Africa
2023-07-03,111,31,Product_34,Toys,1,28.28,Africa
2023-11-17,913,41,Product_30,Sports,1,22.96,Asia
2023-11-09,281,22,Product_31,Electronics,6,56.96,Oceania
2023-02-22,408,15,Product_22,Beauty,1,162.13,Europe
2023-01-12,631,31,Product_14,Clothing,1,26.94,North America
2023-08-29,861,26,Product_18,Beauty,1,46.78,North America
2024-01-25,325,44,Product_29,Home & Garden,1,11.58,South America
2024-03-27,612,18,Product_15,Books,4,20.42,Europe
2024-12-29,632,10,Product_47,Toys,3,23.83,North America
2024-08-28,713,21,Product_20,Books,2,30.21,South America
2024-07-06,355,47,Product_48,Clothing,2,33.09,South America
2023-01-31,898,16,Product_9,Electronics,5,53.15,South America
2023-10-01,3,28,Product_6,Home & Garden,1,31.54,Africa
2023-09-09,235,35,Product_13,Electronics,3,142.68,Africa
2024-11-07,102,24,Product_2,Beauty,3,19.64,South America
2024-06-19,541,43,Product_25,Home & Garden,1,93.38,North America
2023-04-29,156,16,Product_47,Electronics,2,34.46,Africa
2024-10-26,33,7,Product_12,Books,4,48.18,North America
2024-05-18,456,45,Product_22,Books,1,21.99,South America
2024-04-15,940,26,Product_4,Clothing,2,20.87,Asia
2023-05-23,800,28,Product_22,Electronics,2,14.69,South America
2024-02-16,971,43,Product_1,Electronics,3,18.11,Oceania
2023-08-30,794,49,Product_50,Sports,1,38.5,Europe
2023-01-15,736,21,Product_46,Sports,4,26.46,Asia
2024-06-01,93,8,Product_44,Sports,1,57.86,Oceania
2024-11-11,272,4,Product_35,Home & Garden,6,54.83,Asia
2023-11-07,870,18,Product_26,Beauty,4,42.53,Africa
2023-12-28,8,30,Product_32,Home & Garden,3,62.99,Europe
2023-04-03,86,44,Product_9,Sports,1,64.99,Asia
2024-12-28,170,40,Product_2,Toys,1,35.32,North America
2023-12-15,451,44,Product_13,Sports,1,21.68,Asia
2023-05-09,672,25,Product_29,Toys,2,8.8,North America
2023-12-25,603,26,Product_14,Electronics,3,103.88,Europe
2023-06-03,877,20,Product_23,Clothing,4,13.02,North America
2024-08-02,709,11,Product_21,Books,2,76.97,Africa
2024-02-09,462,4,Product_23,Clothing,2,36.94,Asia
2023-04-22,615,46,Product_28,Beauty,1,48.42,Africa
2023-06-13,994,29,Product_24,Clothing,3,54.73,Africa
2024-11-11,825,6,Product_37,Electronics,3,36.14,Asia
2024-01-19,691,22,Product_47,Home & Garden,3,34.06,Oceania
2024-06-20,112,27,Product_14,Electronics,5,90.01,North America
2023-09-29,571,31,Product_42,Clothing,1,46.12,Europe
2024-12-26,505,17,Product_4,Home & Garden,1,6.87,North America
2023-07-10,729,36,Product_17,Electronics,1,33.42,Africa
2024-09-29,313,17,Product_34,Books,1,49.19,Oceania
2023-09-19,340,3,Product_17,Toys,3,36.04,South America
2024-01-04,851,43,Product_35,Beauty,3,4.98,Asia
2023-06-17,339,1,Product_5,Books,1,48.0,South America
2023-05-31,514,22,Product_37,Toys,5,49.54,North America
2023-04-23,12,11,Product_5,Books,4,22.3,North America
2023-01-19,726,5,Product_2,Beauty,4,12.53,Asia
2023-05-08,822,29,Product_20,Sports,3,56.15,Europe
2023-11-21,412,41,Product_5,Clothing,3,40.32,Asia
2024-01-22,778,34,Product_25,Books,1,48.72,Asia
2024-10-30,495,38,Product_20,Books,3,43.95,Africa
2023-05-14,719,27,Product_10,Electronics,2,66.61,North America
2024-08-17,154,25,Product_10,Sports,3,9.15,Europe
2024-02-18,25,45,Product_28,Electronics,1,9.21,North America
2024-10-11,420,9,Product_45,Beauty,1,60.57,North America
2024-01-05,795,50,Product_35,Home & Garden,3,122.64,South America
2023-02-12,377,41,Product_42,Clothing,1,27.71,South America
2023-02-16,575,33,Product_46,Sports,1,34.21,Oceania
2023-11-10,161,11,Product_16,Clothing,1,68.49,Asia
2023-06-13,443,13,Product_46,Books,4,67.84,North America
2023-10-22,369,28,Product_33,Beauty,1,35.27,Europe
2024-03-20,570,43,Product_38,Clothing,2,30.14,Asia
2024-11-28,185,13,Product_4,Beauty,1,104.95,South America
2023-07-26,129,3,Product_14,Beauty,2,61.75,Africa
2023-10-30,596,19,Product_35,Home & Garden,1,16.33,Europe
2024-06-18,665,21,Product_24,Electronics,3,11.03,North America
2023-08-01,829,9,Product_6,Books,3,108.11,South America
2024-04-15,976,3,Product_30,Electronics,1,30.9,Oceania
2024-01-07,495,48,Product_23,Sports,1,6.06,Oceania
2024-09-11,18,30,Product_22,Beauty,1,33.24,South America
2023-04-25,932,34,Product_9,Clothing,2,56.94,Asia
2023-04-28,911,28,Product_24,Books,2,135.92,North America
2023-12-20,499,13,Product_1,Clothing,1,55.55,North America
2023-09-02,832,29,Product_39,Clothing,1,70.82,Africa
2023-07-12,753,17,Product_43,Electronics,3,88.68,North America
2024-10-29,73,1,Product_29,Electronics,2,50.87,Asia
2024-03-04,783,3,Product_11,Sports,2,6.31,Europe
2024-10-09,534,6,Product_12,Toys,2,24.99,Africa
2023-12-01,532,29,Product_42,Sports,1,48.86,Asia
2024-07-27,644,11,Product_31,Books,4,21.57,North America
2023-05-16,201,37,Product_48,Sports,3,50.23,South America
2024-06-24,571,7,Product_28,Electronics,2,65.89,Europe
2024-05-04,485,22,Product_42,Home & Garden,2,10.0,Asia
2023-02-09,237,2,Product_30,Beauty,2,49.26,Europe
2024-10-19,318,32,Product_49,Beauty,3,28.03,Africa
2023-06-05,917,46,Product_13,Books,2,62.15,Oceania
2023-12-06,869,20,Product_12,Electronics,1,65.3,Oceania
2024-02-09,608,35,Product_15,Sports,4,125.93,Africa
2023-08-18,914,2,Product_8,Books,8,45.11,Africa
2024-04-03,699,21,Product_11,Beauty,2,101.31,Asia
2024-03-17,355,3,Product_16,Sports,5,65.48,Asia
2024-10-26,276,48,Product_19,Toys,4,89.19,North America
2023-01-14,715,32,Product_11,Sports,4,62.03,North America
2024-07-24,511,25,Product_41,Beauty,1,95.36,South America
2024-02-10,726,50,Product_47,Electronics,2,123.14,Asia
2023-02-12,207,12,Product_40,Beauty,7,47.45,Asia
2023-05-30,660,8,Product_29,Clothing,1,32.7,South America
2024-03-14,144,46,Product_43,Toys,3,50.19,Asia
2023-07-31,805,42,Product_17,Toys,4,48.22,Africa
2024-09-22,268,49,Product_17,Clothing,1,23.65,Europe
2023-10-03,50,38,Product_24,Clothing,1,36.19,South America
2024-09-29,808,8,Product_40,Home & Garden,2,16.74,South America
2023-02-18,420,13,Product_32,Home & Garden,2,21.61,Oceania
2024-10-03,31,11,Product_28,Beauty,1,47.89,Asia
2023-04-22,828,23,Product_17,Electronics,2,203.03,Europe
2023-03-30,688,18,Product_12,Electronics,3,13.94,North America
2024-03-22,844,44,Product_38,Books,1,27.54,South America
2023-07-06,345,32,Product_40,Sports,5,55.72,Africa
2024-11-02,187,38,Product_38,Home & Garden,3,39.09,Oceania
2024-08-30,422,8,Product_8,Beauty,1,26.74,North America
2023-12-15,255,5,Product_25,Toys,1,93.37,Oceania
2024-01-23,525,45,Product_42,Clothing,1,11.94,North America
2023-09-30,920,8,Product_50,Books,1,24.96,Asia
2024-04-18,111,13,Product_39,Sports,2,27.53,Europe
2023-08-26,94,18,Product_13,Books,1,25.16,South America
2023-05-23,201,10,Product_44,Toys,1,15.13,Oceania
2024-02-21,825,9,Product_47,Electronics,2,29.31,North America
2023-03-13,667,12,Product_1,Books,3,4.37,Europe
2024-12-25,853,40,Product_23,Beauty,1,29.22,North America
2023-08-15,371,11,Product_24,Electronics,1,115.31,South America
2023-09-30,6,19,Product_38,Home & Garden,5,82.55,Oceania
2023-03-24,186,35,Product_46,Books,1,84.97,North America
2024-03-22,460,8,Product_24,Clothing,1,15.37,North America
2024-05-25,802,3,Product_24,Beauty,1,52.06,South America
2023-12-26,10,19,Product_3,Sports,1,88.57,Europe
2023-12-17,434,20,Product_12,Toys,1,38.09,Oceania
2024-08-23,578,30,Product_3,Clothing,3,16.48,Europe
2023-09-07,878,15,Product_46,Electronics,1,40.45,North America
2023-04-22,364,47,Product_23,Home & Garden,1,43.86,Europe
2023-05-18,345,49,Product_8,Toys,2,86.98,Africa
2023-02-25,443,45,Product_38,Sports,3,82.42,Europe
2024-12-17,891,8,Product_28,Clothing,1,52.8,Europe
2023-09-04,543,25,Product_12,Electronics,1,10.63,Oceania
2024-03-01,405,15,Product_17,Beauty,2,66.5,North America
2024-08-24,653,17,Product_38,Electronics,3,49.52,Africa
2024-02-19,245,35,Product_6,Sports,3,15.61,South America
2024-01-25,710,50,Product_18,Home & Garden,2,17.68,Asia
2024-02-23,337,35,Product_19,Home & Garden,4,,Asia
2023-02-19,65,35,Product_32,Home & Garden,3,13.66,South America
2023-07-09,388,45,Product_26,Home & Garden,2,30.16,Asia
2023-06-08,201,39,Product_45,Clothing,5,48.54,Africa
2024-02-27,572,34,Product_43,Beauty,1,119.64,Europe
2024-05-08,620,4,Product_29,Toys,2,7.14,Oceania
2024-09-15,376,3,Product_42,Books,3,54.49,Oceania
2024-05-18,454,35,Product_22,Electronics,2,120.8,North America
2023-09-08,233,9,Product_23,Clothing,2,86.65,Oceania
2023-10-08,924,34,Product_45,Toys,2,20.0,Oceania
2023-12-21,116,48,Product_34,Clothing,1,34.83,Africa
2024-05-17,721,2,Product_12,Electronics,1,44.42,Africa
2023-07-06,858,16,Product_6,Electronics,2,27.04,Africa
2024-10-03,474,27,Product_27,Toys,2,24.46,Oceania
2024-07-08,17,17,Product_36,Sports,1,43.96,South America
2024-09-21,861,47,Product_12,Sports,1,67.57,South America
2024-01-16,293,29,Product_3,Toys,2,21.32,Africa
2023-01-27,311,29,Product_20,Electronics,1,124.01,South America
2023-01-30,45,19,Product_23,Clothing,1,19.52,Oceania
2024-11-22,948,47,Product_36,Electronics,1,71.38,North America
2023-10-15,388,50,Product_18,Sports,1,14.55,Europe
2023-10-27,802,13,Product_42,Electronics,3,77.64,Asia
2024-08-29,181,32,Product_2,Books,2,133.01,Oceania
2024-02-27,245,31,Product_43,Electronics,1,49.09,South America
2024-08-29,721,33,Product_11,Home & Garden,1,19.93,Europe
2024-09-09,792,4,Product_44,Books,1,28.69,North America
2023-07-01,962,49,Product_16,Clothing,2,77.73,Africa
2024-03-19,298,40,Product_33,Sports,2,14.25,Europe
2023-12-29,283,41,Product_16,Clothing,1,64.58,North America
